207,130
206,136
204,142
204,148
206,156
206,159
211,163
217,167
218,173
220,178
222,185
224,190
226,195
226,201
226,204
226,208
226,210
223,213
222,218
222,226
223,232
225,240
225,246
221,250
218,256
218,257
224,261
230,264
237,267
243,271
250,276
255,275
265,272
274,271
283,270
293,270
301,270
310,268
318,267
324,265
331,264
341,265
349,265
359,265
369,265
374,264
380,264
387,265
391,270
396,275
400,281
401,290
401,298
402,307
403,317
404,326
405,330
404,333
401,337
396,343
391,351
388,355
382,361
378,365
375,368
371,371
367,374
360,375
351,379
343,382
335,384
335,392
334,402
335,404
340,406
347,408
356,409
363,411
370,408
377,406
385,405
389,403
394,402
396,403
395,409
394,418
392,425
391,431
395,431
400,427
404,425
410,423
415,423
421,425
428,429
436,431
441,434
450,438
457,441
459,446
461,455
463,461
464,464
471,466
483,469
489,472
495,473
503,477
508,483
512,493
515,502
518,510
521,517
527,521
532,524
539,527
544,531
549,531
558,531
563,530
566,535
573,537
580,539
583,539
585,536
586,534
588,533
590,535
593,539
597,543
598,545
595,551
593,557
591,566
590,570
586,576
583,580
580,585
579,600
577,608
577,614
580,620
583,623
588,626
592,626
598,627
601,631
606,636
612,639
617,643
619,637
619,630
619,627
617,623
615,619
617,616
619,615
622,612
627,611
629,609
627,602
626,599
621,601
617,595
612,586
610,582
613,574
616,570
618,565
619,561
625,559
629,559
634,557
637,557
638,553
640,547
644,548
649,550
655,552
659,554
663,557
666,559
668,561
676,557
685,553
693,549
701,544
709,548
721,557
734,562
744,568
755,574
762,577
767,576
773,575
779,574
782,570
785,568
790,568
795,570
799,574
800,579
803,582
809,584
814,587
820,588
821,591
821,598
815,604
812,613
808,624
806,632
808,640
810,650
816,653
822,658
827,656
834,650
841,645
846,643
854,644
855,646
854,658
852,666
851,674
849,678
846,675
844,675
839,677
833,679
830,683
826,690
826,694
825,698
833,702
841,705
847,707
855,711
863,713
868,713
874,711
884,711
890,712
894,715
897,718
900,722
904,726
906,728
1378,575
1375,569
1372,563
1371,557
1373,553
1375,547
1378,541
1380,537
1374,537
1366,540
1359,543
1353,546
1353,541
1354,536
1354,529
1355,520
1357,516
1360,514
1363,512
1365,508
1365,500
1366,493
1367,488
1372,484
1378,481
1384,478
1388,476
1391,474
1396,476
1403,477
1406,477
1411,473
1419,469
1423,465
1428,461
1429,458
1431,453
1433,449
1436,448
1441,447
1445,448
1446,442
1446,430
1442,425
1434,420
1431,418
1430,411
1429,405
1428,398
1428,394
1426,387
1433,380
1440,376
1447,370
1453,367
1457,364
1462,354
1464,346
1469,340
1476,335
1485,331
1493,324
1500,319
1503,316
1500,308
1499,301
1498,296
1494,292
1488,293
1484,296
1477,300
1471,303
1466,306
1458,308
1449,310
1443,312
1438,315
1433,320
1429,322
1421,323
1415,323
1406,323
1402,320
1399,320
1393,322
1384,326
1374,327
1366,329
1362,330
1351,329
1338,331
1328,331
1323,331
1312,332
1308,333
1307,329
1302,331
1295,335
1288,339
1282,343
1273,348
1264,349
1258,351
1250,353
1240,355
1233,360
1226,365
1220,369
1225,371
1230,374
1232,377
1234,384
1236,390
1238,397
1238,399
1232,405
1225,408
1226,411
1232,415
1238,419
1243,422
1245,425
1244,429
1242,430
1238,427
1234,425
1225,422
1218,420
1213,419
1208,411
1204,408
1197,406
1189,404
1186,403
1180,398
1176,393
1174,390
1177,382
1180,374
1185,372
1191,370
1197,370
1205,371
1212,373
1214,365
1212,362
1202,360
1194,355
1187,350
1178,341
1174,337
1170,334
1165,335
1160,337
1157,339
1157,343
1157,350
1155,353
1149,353
1142,354
1136,357
1132,359
1134,364
1137,366
1141,369
1146,373
1147,375
1145,377
1142,380
1135,380
1127,381
1119,381
1110,381
1106,384
1104,388
1100,393
1091,390
1086,387
1084,383
1084,375
1082,371
1081,366
1078,359
1074,352
1073,349
1074,344
1070,339
1064,335
1060,335
1061,329
1062,321
1063,314
1064,309
1065,305
1062,300
1059,295
1057,290
1056,281
1054,275
1054,271
1058,267
1061,263
1064,258
1066,256
1060,257
1051,256
1045,256
1032,250
1027,247
1031,245
1037,242
1039,240
1038,233
1036,227
1035,222
1030,219
1018,219
1010,219
1001,219
997,216
988,214
982,210
986,206
991,203
996,200
999,198
996,196
992,193
985,190
978,190
972,192
969,198
964,201
960,202
958,197
960,194
963,188
967,182
971,179
973,177
976,174
979,172
981,169
977,166
974,163
978,160
985,155
990,152
995,149
1000,146
1003,145
1005,138
1007,129
1002,130
994,131
987,132
982,132
987,129
991,124
993,121
988,119
982,118
981,115
982,110
986,104
990,98
992,94
989,93
977,92
970,94
962,98
955,102
949,112
942,123
939,130
936,140
930,146
925,152
919,156
912,164
907,170
905,175
899,177
898,183
897,185
892,188
883,195
880,204
878,211
876,220
877,227
879,233
869,239
862,246
852,249
843,254
833,257
824,263
817,268
810,270
803,273
797,274
792,275
787,280
779,287
772,293
770,295
770,297
770,299
765,303
762,307
759,310
759,316
755,318
749,319
745,319
742,314
740,310
738,312
735,315
733,317
731,320
730,324
731,327
733,328
732,330
727,331
722,332
719,333
713,329
706,325
703,323
704,316
705,312
705,307
704,303
706,299
708,295
711,291
712,287
716,286
722,282
726,280
730,278
734,276
737,270
742,264
749,254
755,248
760,245
766,240
772,236
776,233
784,233
791,234
797,234
801,231
803,228
800,224
800,221
804,221
812,217
818,214
826,212
837,207
842,204
851,199
857,196
861,193
864,186
863,181
861,179
856,181
852,184
848,187
845,189
835,192
829,193
825,193
822,186
819,180
819,177
823,174
828,171
833,169
836,167
837,161
836,153
830,150
826,148
823,141
818,132
818,127
810,124
808,129
807,135
807,141
809,146
811,152
812,153
810,157
805,162
803,168
799,173
796,178
793,181
787,183
782,184
780,187
778,191
775,195
771,196
765,198
758,200
752,206
748,211
742,212
735,213
728,214
721,217
714,222
708,225
699,230
693,236
684,243
678,248
673,253
670,254
667,261
664,268
661,275
658,281
650,284
644,286
637,290
631,292
628,291
620,289
615,283
610,278
607,275
601,273
598,273
593,269
588,265
582,260
580,258
573,259
561,260
553,260
545,261
538,263
523,261
513,257
505,256
501,251
499,244
499,237
500,229
500,224
496,220
492,215
489,212
485,208
480,205
475,203
467,202
457,200
450,197
448,192
447,188
442,183
437,180
432,176
430,170
427,162
426,157
425,152
428,146
431,142
433,139
430,133
423,128
421,125
419,121
416,114
414,107
406,105
399,103
395,100
390,95
385,89
379,82
372,79
361,79
352,78
342,77
329,75
319,75
304,73
292,73
285,76
277,79
274,83
273,85
270,89
267,92
258,93
251,93
247,93
242,89
238,88
234,89
230,91
227,92
220,90
214,90
214,96
216,100
218,107
219,112
220,120
218,125
216,128
211,129
208,130
